Wall time,Step,Value
1744460644.0893598,366592,-162.3967742919922
1744460668.503661,368640,-161.97889709472656
1744460692.9721482,370688,-163.36196899414062
1744460717.4751542,372736,-165.3567657470703
1744460742.1176176,374784,-165.42784118652344
1744460766.743056,376832,-164.19908142089844
1744460791.36856,378880,-165.23056030273438
1744460815.989239,380928,-163.6244659423828
1744460840.5776217,382976,-166.8461456298828
1744460865.0917697,385024,-166.1531524658203
1744460889.6349325,387072,-168.56170654296875
1744460914.1436076,389120,-167.5597686767578
1744460938.7085023,391168,-168.5353546142578
1744460963.3702605,393216,-165.37747192382812
1744460987.9273233,395264,-165.9809112548828
1744461012.5394125,397312,-166.5743865966797
1744461037.1077468,399360,-162.6493377685547
1744461061.7312949,401408,-161.15652465820312
1744461086.3237205,403456,-161.73887634277344
1744461110.9292202,405504,-160.4537353515625
1744461135.8236625,407552,-159.4038543701172
1744461160.572245,409600,-157.0567626953125
1744461185.8163881,411648,-158.51116943359375
1744461210.6116216,413696,-156.654052734375
1744461235.4490108,415744,-156.0396270751953
1744461259.998602,417792,-158.33932495117188
1744461285.6041596,419840,-155.13082885742188
1744461311.751233,421888,-153.0960235595703
1744461336.455712,423936,-150.00271606445312
1744461360.8963532,425984,-148.850830078125
1744461385.3892305,428032,-149.7975311279297
1744461410.0546813,430080,-146.58026123046875
1744461434.667329,432128,-145.84304809570312
1744461459.091935,434176,-144.80267333984375
1744461483.5361888,436224,-143.18435668945312
1744461508.0320778,438272,-145.66595458984375
1744461532.5076437,440320,-144.48593139648438
1744461556.9671576,442368,-145.70468139648438
1744461581.5962057,444416,-147.79383850097656
1744461606.138575,446464,-147.14735412597656
1744461630.6707597,448512,-148.36749267578125
1744461655.1724863,450560,-150.89028930664062
1744461679.656975,452608,-149.3803253173828
1744461704.1673794,454656,-149.8874969482422
1744461728.7431967,456704,-147.05918884277344
1744461753.2786038,458752,-147.05047607421875
1744461777.7305007,460800,-146.17759704589844
1744461802.2183483,462848,-145.897216796875
1744461826.66227,464896,-144.04159545898438
1744461851.196668,466944,-141.9675750732422
1744461875.71239,468992,-141.40509033203125
1744461900.182575,471040,-141.3948516845703
1744461924.6808758,473088,-144.3717803955078
